16:26:54, 0000.0000, N, 00000.0000, E, 0.0
16:26:55, 0000.0000, N, 00000.0000, E, 0.0
16:26:56, 0000.0000, N, 00000.0000, E, 0.0
16:26:57, 0000.0000, N, 00000.0000, E, 0.0
16:26:58, 0000.0000, N, 00000.0000, E, 0.0
16:26:59, 0000.0000, N, 00000.0000, E, 0.0
16:27:00, 0000.0000, N, 00000.0000, E, 0.0
16:27:01, 0000.0000, N, 00000.0000, E, 0.0
16:27:02, 0000.0000, N, 00000.0000, E, 0.0
16:27:03, 0000.0000, N, 00000.0000, E, 0.0
16:27:04, 0000.0000, N, 00000.0000, E, 0.0
16:27:05, 0000.0000, N, 00000.0000, E, 0.0
16:27:06, 0000.0000, N, 00000.0000, E, 0.0
16:27:07, 0000.0000, N, 00000.0000, E, 0.0
16:27:08, 0000.0000, N, 00000.0000, E, 0.0
16:27:09, 0000.0000, N, 00000.0000, E, 0.0
16:27:10, 0000.0000, N, 00000.0000, E, 0.0
16:27:11, 0000.0000, N, 00000.0000, E, 0.0
16:27:12, 0000.0000, N, 00000.0000, E, 0.0
16:27:13, 0000.0000, N, 00000.0000, E, 0.0
16:27:14, 0000.0000, N, 00000.0000, E, 0.0
16:27:15, 0000.0000, N, 00000.0000, E, 0.0
16:27:16, 0000.0000, N, 00000.0000, E, 0.0
16:27:17, 0000.0000, N, 00000.0000, E, 0.0
16:27:18, 0000.0000, N, 00000.0000, E, 0.0
16:27:19, 0000.0000, N, 00000.0000, E, 0.0
16:27:20, 0000.0000, N, 00000.0000, E, 0.0
16:27:21, 0000.0000, N, 00000.0000, E, 0.0
16:27:22, 0000.0000, N, 00000.0000, E, 0.0
16:27:23, 0000.0000, N, 00000.0000, E, 0.0
16:27:24, 0000.0000, N, 00000.0000, E, 0.0
16:27:25, 0000.0000, N, 00000.0000, E, 0.0
16:27:26, 0000.0000, N, 00000.0000, E, 0.0
16:27:27, 0000.0000, N, 00000.0000, E, 0.0
16:27:28, 0000.0000, N, 00000.0000, E, 0.0
16:27:29, 0000.0000, N, 00000.0000, E, 0.0
16:27:30, 0000.0000, N, 00000.0000, E, 0.0
16:27:31, 0000.0000, N, 00000.0000, E, 0.0
16:27:32, 0000.0000, N, 00000.0000, E, 0.0
16:27:33, 0000.0000, N, 00000.0000, E, 0.0
16:27:34, 0000.0000, N, 00000.0000, E, 0.0
16:27:35, 0000.0000, N, 00000.0000, E, 0.0
16:27:36, 0000.0000, N, 00000.0000, E, 0.0
16:27:37, 0000.0000, N, 00000.0000, E, 0.0
16:27:38, 0000.0000, N, 00000.0000, E, 0.0
16:27:39, 0000.0000, N, 00000.0000, E, 0.0
16:27:40, 0000.0000, N, 00000.0000, E, 0.0
16:27:41, 0000.0000, N, 00000.0000, E, 0.0
16:27:42, 0000.0000, N, 00000.0000, E, 0.0
16:27:43, 0000.0000, N, 00000.0000, E, 0.0
16:27:44, 0000.0000, N, 00000.0000, E, 0.0
16:27:45, 0000.0000, N, 00000.0000, E, 0.0
16:27:46, 0000.0000, N, 00000.0000, E, 0.0
16:27:47, 0000.0000, N, 00000.0000, E, 0.0
16:27:48, 0000.0000, N, 00000.0000, E, 0.0
